partition,target_architecture,representation,router_seed,dataset,example_id,model_seed,invalid_combination_repaired,selected_config,oracle_config,quality,retrieval_cost,total_cost,oracle_cost,oracle_regret,allocation_outcome,prefill_cost,prefill_latency_seconds,processed_token_layers,recomputed_query_tokens
test,independent_params,S2_embed_last,87,hotpotqa,5adc93a4554299438c868e01,23,0,F1_R1_K2_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs4_Bkv4,1.0,17.703125,17.72265625,17.703125,0.01953125,matched,0.01953125,1.1296000331640243e-05,0,35
test,independent_params,S2_embed_last,87,hotpotqa,5adc93a4554299438c868e01,37,0,F1_R1_K2_H1_Bs2_Bkv2,F1_R1_K2_H1_Bs2_Bkv2,1.0,13.0,13.01953125,13.0,0.01953125,matched,0.01953125,1.1296000331640243e-05,0,35
test,independent_params,S2_embed_last,87,hotpotqa,5adc93a4554299438c868e01,53,0,F1_R1_K2_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs2_Bkv2,1.0,19.0,19.01953125,13.0,6.01953125,over_allocation,0.01953125,1.1296000331640243e-05,0,35
test,independent_params,S2_embed_last,87,hotpotqa,5adc93a4554299438c868e01,71,0,F1_R4_K2_H0_Bs4_Bkv4,F1_R1_K2_H1_Bs2_Bkv2,0.0,19.703125,19.72265625,13.0,6.72265625,under_allocation,0.01953125,1.1296000331640243e-05,0,35
test,independent_params,S2_embed_last,87,hotpotqa,5a8888e35542997e5c09a5f6,11,0,F1_R1_K2_H0_Bs2_Bkv2,F1_R2_K2_H0_Bs2_Bkv2,0.0,6.28125,6.298549107142857,10.28125,-3.9827008928571432,under_allocation,0.017299107142857144,1.1296000331640243e-05,0,31
test,independent_params,S2_embed_last,87,hotpotqa,5a8888e35542997e5c09a5f6,23,0,F1_R4_K2_H0_Bs4_Bkv4,F1_R1_K2_H1_Bs4_Bkv4,1.0,20.28125,20.298549107142858,18.28125,2.0172991071428577,over_allocation,0.017299107142857144,1.1296000331640243e-05,0,31
test,independent_params,S2_embed_last,87,hotpotqa,5a8888e35542997e5c09a5f6,37,0,F1_R1_K2_H0_Bs4_Bkv2,F1_R1_K2_H1_Bs4_Bkv4,0.0,9.0,9.017299107142858,18.28125,-9.263950892857142,under_allocation,0.017299107142857144,1.1296000331640243e-05,0,31
test,independent_params,S2_embed_last,87,hotpotqa,5a8888e35542997e5c09a5f6,53,0,F1_R1_K2_H0_Bs2_Bkv2,F4_R4_K2_H0_Bs4_Bkv4,0.0,6.28125,6.298549107142857,23.28125,-16.982700892857142,under_allocation,0.017299107142857144,1.1296000331640243e-05,0,31
test,independent_params,S2_embed_last,87,hotpotqa,5a8888e35542997e5c09a5f6,71,0,F1_R1_K2_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs4_Bkv4,1.0,18.28125,18.298549107142858,18.28125,0.01729910714285765,matched,0.017299107142857144,1.1296000331640243e-05,0,31
test,independent_params,S2_embed_last,87,hotpotqa,5a8c8502554299585d9e36d0,11,0,F1_R1_K2_H1_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,0.0,18.171875,18.192522321428573,21.0,-2.807477678571427,under_allocation,0.020647321428571428,1.2608000077307224e-05,0,37
test,independent_params,S2_embed_last,87,hotpotqa,5a8c8502554299585d9e36d0,23,0,F1_R1_K2_H0_Bs4_Bkv4,F1_R1_K8_H1_Bs8_Bkv8,0.0,9.0,9.020647321428571,42.171875,-33.15122767857143,under_allocation,0.020647321428571428,1.2608000077307224e-05,0,37
test,independent_params,S2_embed_last,87,hotpotqa,5a8c8502554299585d9e36d0,37,0,F1_R1_K2_H0_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,0.0,9.0,9.020647321428571,21.0,-11.979352678571429,under_allocation,0.020647321428571428,1.2608000077307224e-05,0,37
test,independent_params,S2_embed_last,87,hotpotqa,5a8c8502554299585d9e36d0,53,0,F1_R1_K2_H1_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,0.0,18.171875,18.192522321428573,21.0,-2.807477678571427,under_allocation,0.020647321428571428,1.2608000077307224e-05,0,37
test,independent_params,S2_embed_last,87,hotpotqa,5a8c8502554299585d9e36d0,71,0,F1_R1_K2_H1_Bs4_Bkv4,F1_R2_K2_H0_Bs2_Bkv2,0.0,18.171875,18.192522321428573,11.0,7.192522321428573,under_allocation,0.020647321428571428,1.2608000077307224e-05,0,37
test,independent_params,S2_embed_last,87,hotpotqa,5a80d6be55429938b6142206,11,0,F1_R4_K2_H0_Bs4_Bkv4,F1_R1_K4_H1_Bs8_Bkv8,0.0,21.0,21.022321428571427,32.015625,-10.993303571428573,under_allocation,0.022321428571428572,2.1407999098300934e-05,0,40
test,independent_params,S2_embed_last,87,hotpotqa,5a80d6be55429938b6142206,23,0,F1_R2_K2_H1_Bs4_Bkv4,F1_R1_K8_H1_Bs8_Bkv8,0.0,20.015625,20.037946428571427,37.015625,-16.977678571428573,under_allocation,0.022321428571428572,2.1407999098300934e-05,0,40
test,independent_params,S2_embed_last,87,hotpotqa,5a80d6be55429938b6142206,37,0,F1_R1_K2_H1_Bs4_Bkv4,F1_R1_K8_H1_Bs8_Bkv8,0.0,18.015625,18.037946428571427,37.015625,-18.977678571428573,under_allocation,0.022321428571428572,2.1407999098300934e-05,0,40
test,independent_params,S2_embed_last,87,hotpotqa,5a80d6be55429938b6142206,53,0,F1_R1_K2_H0_Bs4_Bkv4,F1_R1_K8_H1_Bs8_Bkv8,0.0,9.0,9.022321428571429,37.015625,-27.99330357142857,under_allocation,0.022321428571428572,2.1407999098300934e-05,0,40
test,independent_params,S2_embed_last,87,hotpotqa,5a80d6be55429938b6142206,71,0,F1_R2_K2_H0_Bs2_Bkv2,F1_R1_K8_H1_Bs8_Bkv8,0.0,11.0,11.022321428571429,37.015625,-25.99330357142857,under_allocation,0.022321428571428572,2.1407999098300934e-05,0,40
test,independent_params,S2_embed_last,87,hotpotqa,5ab88c075542991b5579efbe,11,0,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K4_H1_Bs8_Bkv8,0.0,7.0,7.03515625,33.0,-25.96484375,under_allocation,0.03515625,1.8912000581622124e-05,0,63
test,independent_params,S2_embed_last,87,hotpotqa,5ab88c075542991b5579efbe,23,0,F1_R2_K2_H0_Bs2_Bkv2,F1_R4_K2_H0_Bs4_Bkv4,0.0,11.0,11.03515625,21.0,-9.96484375,under_allocation,0.03515625,1.8912000581622124e-05,0,63
test,independent_params,S2_embed_last,87,hotpotqa,5ab88c075542991b5579efbe,37,0,F1_R1_K2_H1_Bs8_Bkv8,F1_R4_K2_H0_Bs4_Bkv4,0.0,23.0,23.03515625,21.0,2.03515625,under_allocation,0.03515625,1.8912000581622124e-05,0,63
test,independent_params,S2_embed_last,87,hotpotqa,5ab88c075542991b5579efbe,53,0,F1_R1_K2_H1_Bs8_Bkv8,F1_R1_K2_H1_Bs2_Bkv2,1.0,23.0,23.03515625,13.0,10.03515625,over_allocation,0.03515625,1.8912000581622124e-05,0,63
test,independent_params,S2_embed_last,87,hotpotqa,5ab88c075542991b5579efbe,71,0,F1_R1_K2_H1_Bs8_Bkv8,F1_R4_K2_H0_Bs4_Bkv4,0.0,23.0,23.03515625,21.0,2.03515625,under_allocation,0.03515625,1.8912000581622124e-05,0,63
test,independent_params,S2_embed_last,87,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,11,0,F1_R4_K2_H0_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,20.859375,20.875,7.0,13.875,over_allocation,0.015625,1.1296000331640243e-05,0,28
test,independent_params,S2_embed_last,87,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,23,0,F1_R4_K2_H0_Bs4_Bkv4,F1_R2_K2_H0_Bs2_Bkv2,1.0,20.859375,20.875,10.859375,10.015625,over_allocation,0.015625,1.1296000331640243e-05,0,28
test,independent_params,S2_embed_last,87,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,37,0,F1_R1_K2_H0_Bs2_Bkv2,F1_R2_K2_H0_Bs2_Bkv2,0.0,6.859375,6.875,10.859375,-3.984375,under_allocation,0.015625,1.1296000331640243e-05,0,28
test,independent_params,S2_embed_last,87,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,53,0,F1_R4_K2_H0_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,20.859375,20.875,7.0,13.875,over_allocation,0.015625,1.1296000331640243e-05,0,28
test,independent_params,S2_embed_last,87,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,71,0,F1_R1_K2_H1_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,19.0,19.015625,7.0,12.015625,over_allocation,0.015625,1.1296000331640243e-05,0,28
test,independent_params,S2_embed_last,87,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,11,0,F1_R1_K2_H0_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,0.0,9.0,9.016741071428571,21.0,-11.983258928571429,under_allocation,0.016741071428571428,2.3711999878287314e-05,0,30
test,independent_params,S2_embed_last,87,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,23,0,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,7.016741071428571,7.0,0.016741071428571175,matched,0.016741071428571428,2.3711999878287314e-05,0,30
test,independent_params,S2_embed_last,87,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,37,0,F1_R1_K4_H1_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,25.0,25.016741071428573,7.0,18.016741071428573,over_allocation,0.016741071428571428,2.3711999878287314e-05,0,30
test,independent_params,S2_embed_last,87,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,53,0,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,7.016741071428571,7.0,0.016741071428571175,matched,0.016741071428571428,2.3711999878287314e-05,0,30
test,independent_params,S2_embed_last,87,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,71,0,F1_R1_K2_H0_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,9.0,9.016741071428571,7.0,2.016741071428571,over_allocation,0.016741071428571428,2.3711999878287314e-05,0,30
test,independent_params,S2_embed_last,87,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,11,0,F1_R2_K2_H1_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,0.0,13.0,13.015625,7.0,6.015625,over_allocation,0.015625,1.0015999898314476e-05,0,28
test,independent_params,S2_embed_last,87,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,23,0,F1_R1_K2_H0_Bs2_Bkv2,F1_R2_K2_H0_Bs2_Bkv2,0.0,7.0,7.015625,11.0,-3.984375,matched,0.015625,1.0015999898314476e-05,0,28
test,independent_params,S2_embed_last,87,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,37,0,F2_R1_K2_H3_Bs8_Bkv8,F1_R1_K2_H0_Bs2_Bkv2,0.0,51.671875,51.6875,7.0,44.6875,over_allocation,0.015625,1.0015999898314476e-05,0,28
test,independent_params,S2_embed_last,87,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,53,0,F1_R1_K2_H0_Bs2_Bkv2,F1_R4_K2_H0_Bs4_Bkv4,0.0,7.0,7.015625,21.0,-13.984375,matched,0.015625,1.0015999898314476e-05,0,28
test,independent_params,S2_embed_last,87,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,71,0,F1_R1_K2_H1_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,0.0,19.0,19.015625,7.0,12.015625,over_allocation,0.015625,1.0015999898314476e-05,0,28
test,independent_params,S2_embed_last,87,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,11,0,F2_R4_K2_H0_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,22.0,22.014508928571427,7.0,15.014508928571427,over_allocation,0.014508928571428572,2.284800074994564e-05,0,26
test,independent_params,S2_embed_last,87,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,23,0,F1_R4_K2_H0_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,21.0,21.014508928571427,7.0,14.014508928571427,over_allocation,0.014508928571428572,2.284800074994564e-05,0,26
test,independent_params,S2_embed_last,87,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,37,0,F1_R2_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,11.0,11.014508928571429,7.0,4.014508928571429,over_allocation,0.014508928571428572,2.284800074994564e-05,0,26
test,independent_params,S2_embed_last,87,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,53,0,F1_R2_K2_H0_Bs4_Bkv4,F1_R2_K2_H0_Bs2_Bkv2,1.0,13.0,13.014508928571429,11.0,2.014508928571429,over_allocation,0.014508928571428572,2.284800074994564e-05,0,26
test,independent_params,S2_embed_last,87,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,71,0,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,7.014508928571429,7.0,0.014508928571428825,matched,0.014508928571428572,2.284800074994564e-05,0,26
test,independent_params,S2_embed_last,87,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,11,0,F1_R2_K2_H0_Bs2_Bkv2,F2_R2_K2_H0_Bs2_Bkv2,0.0,11.0,11.017299107142858,12.0,-0.9827008928571423,under_allocation,0.017299107142857144,1.1327999643981457e-05,0,31
test,independent_params,S2_embed_last,87,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,23,0,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,7.017299107142857,7.0,0.017299107142856762,matched,0.017299107142857144,1.1327999643981457e-05,0,31
test,independent_params,S2_embed_last,87,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,37,0,F1_R1_K2_H3_Bs8_Bkv8,F1_R1_K2_H0_Bs2_Bkv2,1.0,41.0,41.017299107142854,7.0,34.017299107142854,over_allocation,0.017299107142857144,1.1327999643981457e-05,0,31
test,independent_params,S2_embed_last,87,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,53,0,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,7.017299107142857,7.0,0.017299107142856762,matched,0.017299107142857144,1.1327999643981457e-05,0,31
test,independent_params,S2_embed_last,87,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,71,0,F1_R1_K4_H1_Bs8_Bkv8,F1_R1_K2_H0_Bs2_Bkv2,1.0,33.0,33.017299107142854,7.0,26.017299107142854,over_allocation,0.017299107142857144,1.1327999643981457e-05,0,31
test,independent_params,S2_embed_last,87,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,11,0,F1_R1_K2_H0_Bs2_Bkv2,F1_R2_K4_H1_Bs8_Bkv8,0.0,7.0,7.014508928571429,45.0,-37.98549107142857,under_allocation,0.014508928571428572,1.9295999780297278e-05,0,26
test,independent_params,S2_embed_last,87,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,23,0,F1_R1_K2_H1_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,13.0,13.014508928571429,7.0,6.014508928571429,over_allocation,0.014508928571428572,1.9295999780297278e-05,0,26
test,independent_params,S2_embed_last,87,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,37,0,F1_R2_K2_H1_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,0.0,23.15625,23.170758928571427,19.15625,4.014508928571427,under_allocation,0.014508928571428572,1.9295999780297278e-05,0,26
test,independent_params,S2_embed_last,87,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,53,0,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,7.014508928571429,7.0,0.014508928571428825,matched,0.014508928571428572,1.9295999780297278e-05,0,26
test,independent_params,S2_embed_last,87,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,71,0,F1_R1_K2_H1_Bs4_Bkv4,F1_R2_K2_H0_Bs2_Bkv2,0.0,19.0,19.014508928571427,11.0,8.014508928571427,under_allocation,0.014508928571428572,1.9295999780297278e-05,0,26
